epoch,loss
0,0.0650346017383
1,0.00826885933
2,0.00549314961809
3,0.0
4,0.00607913828475
5,0.000698475765061
6,0.000950553911304
7,0.00447678819227
8,0.00417926741773
9,0.00859879221801
10,0.000417394048353
11,0.0121553607118
12,0.000594302679479
13,0.00558074126974
14,0.000316744962162
15,0.000448145934103
16,0.0
17,0.0
18,0.00195838770881
19,0.0
20,0.00328614095175
21,0.00171129118428
22,0.00020909301693
23,0.00247739820594
24,0.000125660645982
25,4.97626220662e-05
26,0.0
27,0.0
28,0.0
29,0.0
30,0.000420041609934
31,6.38181180172e-06
32,0.00100902497461
33,0.0
34,0.0
35,0.00373552424157
36,5.24520713727e-06
37,0.0
38,0.0
39,0.00351077472076
40,0.0
41,0.0
42,0.0
43,8.85766614293e-07
44,0.00100059055831
45,1.81403764477e-06
46,4.65092042432e-05
47,0.0
48,0.0
49,0.0
50,0.0
51,0.00264619077955
52,6.21630920806e-05
53,0.0
54,0.0
55,0.00108937001923
56,8.38693391641e-05
57,0.0
58,2.45165858873e-06
59,0.000648254012487
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.00012001810714
80,2.56570252444e-06
81,2.37808630941e-06
82,0.000258371952068
83,0.0
