Wall time,Step,Value
1513763826.4705372,56,0.013921464793384075
1513763838.449299,57,0.028198180720210075
1513763850.495024,58,0.01988733373582363
1513763862.490207,59,0.020302625373005867
1513763874.5628514,60,0.013407672755420208
1513763886.631208,61,0.03029818646609783
1513763898.6383243,62,0.011815146543085575
1513763910.6632211,63,0.031628336757421494
1513763922.7440333,64,0.021272996440529823
1513763934.9106681,65,0.016995832324028015
1513763947.071346,66,0.021834058687090874
1513763959.0664105,67,0.018369223922491074
1513763970.9663181,68,0.018463224172592163
1513763982.8048742,69,0.016926102340221405
1513763994.5968308,70,0.012312435545027256
1513764006.4799948,71,0.019407426938414574
1513764018.5070043,72,0.020024161785840988
1513764030.2694523,73,0.013285310007631779
1513764042.0998635,74,0.015510307624936104
1513764053.9444304,75,0.018022947013378143
1513764065.8067682,76,0.020218877121806145
1513764077.5686324,77,0.01038393471390009
1513764089.3995252,78,0.014173516072332859
1513764101.1807554,79,0.01521832961589098
1513764112.9378984,80,0.0181063711643219
1513764124.748402,81,0.014667386189103127
1513764136.5370195,82,0.014421357773244381
1513764148.283061,83,0.009380531497299671
1513764160.0897443,84,0.01814688928425312
1513764171.8782692,85,0.01181637030094862
1513764183.6401646,86,0.01619701273739338
1513764195.4832482,87,0.017309727147221565
1513764207.2770958,88,0.0169158224016428
1513764219.0770926,89,0.015506627038121223
1513764230.9020534,90,0.01639355905354023
1513764242.7169046,91,0.011429053731262684
1513764254.532275,92,0.016338815912604332
1513764266.3341289,93,0.02113710343837738
1513764278.1890867,94,0.010151535272598267
1513764290.0501103,95,0.01252086739987135
1513764301.8384466,96,0.014336006715893745
1513764313.6395724,97,0.010479745455086231
1513764325.3958888,98,0.017480287700891495
1513764337.117374,99,0.007035287097096443
1513764348.9041426,100,0.010706017725169659
1513764360.5981345,101,0.016232801601290703
1513764372.4593751,102,0.007418865337967873
1513764384.1852221,103,0.016836591064929962
1513764395.9404552,104,0.01038764975965023
1513764407.7001066,105,0.01739477552473545
1513764419.4997737,106,0.010722705163061619
1513764431.262115,107,0.010059424676001072
1513764443.1267757,108,0.010784621350467205
1513764455.0454142,109,0.006829234771430492
1513764466.8504844,110,0.014435929246246815
1513764478.7089045,111,0.01790950633585453
1513764490.47211,112,0.00535752484574914
1513764502.3068764,113,0.009636626578867435
1513764514.1236923,114,0.020633680745959282
1513764525.854448,115,0.013456874527037144
1513764537.6052947,116,0.008569370955228806
1513764549.4278905,117,0.004845620132982731
1513764561.1545575,118,0.026195621117949486
1513764572.9628313,119,0.007147155236452818
1513764584.8499975,120,0.00606630090624094
1513764596.620495,121,0.009562724269926548
1513764608.512481,122,0.018671181052923203
1513764620.2620609,123,0.01073851902037859
1513764632.0892494,124,0.009013792499899864
1513764643.8637714,125,0.005664955358952284
1513764655.738837,126,0.015075087547302246
1513764667.5627325,127,0.006828707177191973
1513764679.3930478,128,0.007352755405008793
1513764691.0780272,129,0.012460799887776375
1513764702.8340054,130,0.009221768006682396
1513764714.630884,131,0.0122004933655262
1513764726.468304,132,0.011596248485147953
1513764738.2835648,133,0.01151822879910469
1513764750.0632372,134,0.00678178109228611
1513764761.9099982,135,0.010371100157499313
1513764773.710624,136,0.008370180614292622
1513764785.4800317,137,0.01373797282576561
1513764797.272976,138,0.013587312772870064
1513764809.1044352,139,0.010568945668637753
1513764820.8895426,140,0.008117319084703922
1513764832.6589355,141,0.011635217815637589
1513764844.4097438,142,0.009964377619326115
1513764856.192306,143,0.012285444885492325
1513764867.9859269,144,0.011740672402083874
1513764879.7799222,145,0.007715184241533279
1513764891.5478415,146,0.009904925711452961
1513764903.3004885,147,0.0076971640810370445
1513764915.1145737,148,0.01294216513633728
1513764926.965551,149,0.006153412163257599
1513764938.7466547,150,0.006435660645365715
1513764950.5293813,151,0.008905521593987942
1513764962.331872,152,0.00629298435524106
1513764974.0653517,153,0.009413866326212883
1513764985.9573495,154,0.006656852085143328
1513764997.8194413,155,0.010752779431641102
1513765009.524375,156,0.013756686821579933
1513765021.346153,157,0.003637919668108225
1513765033.1677618,158,0.004306177608668804
1513765044.9178772,159,0.005186061374843121
1513765056.7201157,160,0.006247419398277998
1513765068.5353694,161,0.006586623843759298
1513765080.295523,162,0.009447891265153885
1513765091.9984095,163,0.011744336225092411
1513765103.8367407,164,0.0077550155110657215
1513765115.7133062,165,0.006837462540715933
1513765127.5586925,166,0.01318236906081438
1513765139.4040148,167,0.008975519798696041
1513765151.299624,168,0.002140582771971822
1513765163.1931071,169,0.005586591549217701
1513765175.0349398,170,0.004934947472065687
1513765186.8544495,171,0.004907170310616493
1513765198.7044177,172,0.008694160729646683
1513765210.5374327,173,0.005909276660531759
1513765222.2775083,174,0.010366559959948063
1513765234.1262157,175,0.013570430688560009
1513765245.8693123,176,0.005239357240498066
1513765257.6604497,177,0.00463575916364789
1513765269.5122552,178,0.0035446563269943
1513765281.3626823,179,0.009050330147147179
1513765293.1838908,180,0.006099623627960682
1513765304.9419668,181,0.014251945540308952
1513765316.691335,182,0.005253091920167208
1513765328.46002,183,0.008832176215946674
1513765340.2511148,184,0.00812692940235138
1513765352.0946672,185,0.0035255884286016226
1513765363.9746635,186,0.007915914990007877
1513765375.74547,187,0.003839448094367981
1513765387.537351,188,0.005192573647946119
1513765399.368721,189,0.004071105271577835
1513765411.0980206,190,0.011006672866642475
1513765422.94154,191,0.006991181522607803
1513765434.8614748,192,0.005812870804220438
1513765446.7353828,193,0.00569593021646142
1513765458.6385965,194,0.009188025258481503
1513765470.545601,195,0.004748666658997536
1513765482.2931452,196,0.013182850554585457
1513765494.154523,197,0.0038068126887083054
1513765505.9844775,198,0.008745095692574978
1513765517.792784,199,0.007014098577201366
